0,1,2,3
"""The 'R Word' that one should use when discussing the American economy over the past two years should be resilient,… https://t.co/47pBIGB3QE",2023-04-28 16:37:58+00:00,IQThereforeIAm,"Chicago, IL"
People hoping for a second Trump nomination better keep their eye on the economy. This man has overperformed expect… https://t.co/qG97vPhFg7,2023-04-28 16:37:37+00:00,Calebej37,"Atlanta, GA"
@RoseFle54723126 This is the left over vomit from the Celtic tiger for some people there was no recession no one wa… https://t.co/FSgLSYv1Sr,2023-04-28 16:35:58+00:00,notgreatlookin,ireland
@JordanOfCrypto @Decentralizedk1 @GameofTrades_ Short term fomo based off GDP and rate hike expectations. We will f… https://t.co/VRB7xHnMQr,2023-04-28 16:35:51+00:00,Patr1ckBlackler,United States
@RepJeffries The policies promulgated by these leftist democRATs are failing America across the board!  Govt crests… https://t.co/XzslbY50IJ,2023-04-28 16:35:46+00:00,kimoberliner1,United States
@socio_steve @DrewSav Media has been saying a recession is imminent basically since Biden took office. A total tail wagging the dog issue,2023-04-28 16:35:29+00:00,LiberalWombat,"Texas, USA"
"The economic newsflow was more bad (recession red flags) than good, and that helped push average 30-yr mortgage rat… https://t.co/QTKPEWY6py",2023-04-28 16:34:50+00:00,Teresa__Butler,"Gahanna, Ohio"
"Both. And possibly worse.
https://t.co/nNZnmNjXgx",2023-04-28 16:34:35+00:00,13013B,"Columbus, Ohio"
&gt; Only risk to falter at this point is the whole “the market is too high” and “recession is imminent” playing with… https://t.co/PpcAAmc1Vz,2023-04-28 16:33:37+00:00,WSPArchive,Wall Street
@EricLevitz nasty recession and/or inflation spike and he probably wins.,2023-04-28 16:33:11+00:00,LeeMarvin1967,Iowa
https://t.co/95Ovo5jBg6 -   #youtube #stockmarket #energy  Wells Fargo Analyst Roger Read joins Yahoo Finance Live… https://t.co/eRa9i3rKyP,2023-04-28 16:31:37+00:00,twsp_com,United States
https://t.co/kSnGO5xzw7 -   #tech #youtube #stockmarket  Bernstein Research Managing Director and Senior Analyst St… https://t.co/GOFSnUbSuy,2023-04-28 16:31:15+00:00,twsp_com,United States
"From Republic Services conf call:

People have been talking about a recession for 18 months. We still see positive… https://t.co/QprUF8K2m6",2023-04-28 16:27:25+00:00,BushwoodCap,"Chicago, IL"
"@zerohedge Which quarter are you thinking will the recession
 start?🤔🤔",2023-04-28 16:25:16+00:00,debbz8,United States
@SteveGRadio @WhiteHouse well if we feel we are spending more than we can afford we make a budget. Which Biden does… https://t.co/QVAP27H3Vy,2023-04-28 16:24:16+00:00,Tammy8156,"Omaha, Ne"
"we’re even out of the recession woods.

Will stocks do well and lead us out of this? All we can do is follow the ev… https://t.co/dCSZovRvp8",2023-04-28 16:22:45+00:00,MikeMinterCIO,Texas
"and business cycle.

Here is what I do know – stocks tend to do well coming out of a recession. And the stock marke… https://t.co/c1dVV4G4A5",2023-04-28 16:22:45+00:00,MikeMinterCIO,Texas
We won’t actually “know” we were in a recession for probably another year or so when a bunch of economists from the… https://t.co/zkAL8FvbI9,2023-04-28 16:22:45+00:00,MikeMinterCIO,Texas
"I've been getting the questions - Are we heading into a recession? Are we already in a recession?

No one can defin… https://t.co/AH59QmWz1J",2023-04-28 16:22:44+00:00,MikeMinterCIO,Texas
@Darth_Buddha Wait to play $TLT june 15th-20th . Bonds should see a bounce then as they will announce recession but… https://t.co/lA83F5txcD,2023-04-28 16:21:27+00:00,RaderTrader101,"Ohio, USA"
Just a thought. Your dividend retirement plan should account for only about half of your required income in retirem… https://t.co/hpUhv93XoI,2023-04-28 16:20:46+00:00,CoppJc,London Ontario Canada
@CredibleCrypto @mrui79 No. Recession will negatively effect crypto for most of 2023.,2023-04-28 16:19:44+00:00,ZipperFly31,USA 
"@JoeBiden Banks closing, it's called a recession Joe,",2023-04-28 16:17:18+00:00,CaptLurch,"Ohio, USA"
How will we know if the U.S. economy is in a recession? https://t.co/cSc2Yd2tMD,2023-04-28 16:15:00+00:00,BusinessMN,"Minneapolis, MN"
@Knickanator_ @Freekeith @BrownsvilleNYK @BigEdMemphis @TruePG718 @0oty_Mac @bmorelikestate @Rick__War… https://t.co/Ml1D6HZujT,2023-04-28 16:13:49+00:00,GodSonRel,United States
"“In boom times, everybody’s a capitalist! In a recession, everybody starts to think about alternatives.” @Zingales… https://t.co/yGgM9JXXFb",2023-04-28 16:12:02+00:00,OIGInstitute,"Minneapolis, Minnesota"
@MOYA27368462 @warrenvmyers @disclosetv The U.S. has been in a recession for some time. The government hides it by… https://t.co/dOguO1JEtA,2023-04-28 16:11:24+00:00,IndianaJoe777,People's Republic of Illinois
@patriottakes @fairyviewroad My former IT company was hit hard by the Bush recession and removed some 90% of their… https://t.co/cbEJcAh88b,2023-04-28 16:11:19+00:00,kdevil66,"McHenry, IL"
The US economy slowed down in the first quarter of this year as businesses pulled back on spending due to rate hike… https://t.co/wsToVQQJ4D,2023-04-28 16:11:19+00:00,theatlantavoice,"Atlanta, GA"
@TraderCisco @SMB_Attorney Check out @heyfixer for disruption.  Eventually there will be remote service with video… https://t.co/1Nz65SQeeS,2023-04-28 16:11:08+00:00,IPStrategyGuide,United States
"@BickerinBrattle @pinebrookcap @dampedspring @BobEUnlimited The use of ""probability"" makes me skeptical. When we sa… https://t.co/r74Ze1LCe3",2023-04-28 16:10:07+00:00,mikeharrisNY,USA
@MarshaBlackburn The cuts your party is proposing would launch us into a recession that would make 08 look like a p… https://t.co/WinG8DVkdJ,2023-04-28 16:09:57+00:00,hunter_welcher,"Smyrna, TN"
"Is a #recession coming? 
Some #restaurant executives believe a recession is coming and economic #data appear to be… https://t.co/U1LQAgImXc",2023-04-28 16:08:25+00:00,RB_magazine,"Chicago, IL"
@gamore111 @RepRichHudson https://t.co/iPXktUK2ha,2023-04-28 16:07:47+00:00,Jstnorv10,United States
"Residential mortgage arrears in Canada are still basically nonexistent, even after a bunch of rate hikes, whispers… https://t.co/UCacemPoLi",2023-04-28 16:07:00+00:00,uproarcapital,Alberta
@StanleyStirsman @The_Trump_Train 6 more years of Biden.   Dems will take house back too.  We are about to enter a… https://t.co/HND1s0R6Em,2023-04-28 16:05:09+00:00,borrowwithbloom,"Detroit, MI"
Russian pranksters posing as Zelensky got FED Chair Jerome Powell to admit that a US recession is likely. ... and s… https://t.co/vE26mS8QOk,2023-04-28 16:04:53+00:00,ShermanPotter51,USA
How to know if US economy is in recession https://t.co/3LifVMjUGc,2023-04-28 16:03:55+00:00,NewsNation,United States
"Our goal = help you understand the economy so you can plan your future more efficiently.

Here's a checklist of rec… https://t.co/A0oHVWMicp",2023-04-28 16:03:39+00:00,planning_alt,"Birmingham, MI"
"In our latest economic update, Dave Zellner discusses lower #inflation data, the impact of housing on the Consumer… https://t.co/6lKDjC11Kn",2023-04-28 16:02:31+00:00,Wespath,"Glenview, IL"
"LEVEL UP!!!!! 🔥🔥🔥

Check out this @the_nalp article where RG customer Emerald Lawn Care discusses their company's s… https://t.co/3QMzkSWNgq",2023-04-28 16:00:41+00:00,RealGreenSys,"Walled Lake, Michigan"
@vemasterson25 @SalMoanella1 @annierrobins @DemforDeSantis What shape was the country in when Obama took office? Ho… https://t.co/cuUBYB7L2t,2023-04-28 16:00:06+00:00,capkronos,"Ohio, USA"
Spreads between Bonds and Treasuries often predict recessionary periods. What are they saying in the current enviro… https://t.co/TYy3Ukz57H,2023-04-28 16:00:03+00:00,wicks_jeffrey,"Conway, AR"
Friday’s less-than-stellar increase of 0.1% from the previous quarter follows disappointing growth estimates from t… https://t.co/h5ktCq1Ba1,2023-04-28 16:00:00+00:00,TribLIVE,"Pittsburgh, Pa."
"@kayfabecapital @pinebrookcap Most of the US stock market is in a recession, but large caps are forging higher. Peo… https://t.co/1hynG5jAfZ",2023-04-28 15:58:49+00:00,mikeharrisNY,USA
"What you @alifarhat79 gonna do the very next week, ser 👀

#Bitcoin #inflation #Crypto #CryptocurrencyNews… https://t.co/Vw4I5q9Hlj",2023-04-28 15:58:27+00:00,iitmind,United States
There is no recession. That's the tweet,2023-04-28 15:54:13+00:00,jabbrwok,"Rogers, AR"
@CampingWorld I'll wait for the Recession and get it for 40 cents on the dollar.,2023-04-28 15:50:22+00:00,THISISMAGACOUN3,Texas Hill Country
@lastword4me2a @MistressRedWasp @Badams820 @Huckleberry1023 @VinceGottalotta @AndrewRChapman @DebbiePalm2… https://t.co/wJjRbTz3Cy,2023-04-28 15:48:14+00:00,BabeTruth2,Texas
"We think the U.S. is poised to slip into a mild, short-lived recession later this year. The head fake from last yea… https://t.co/GUQ3c6VXBe",2023-04-28 15:48:08+00:00,BrandyHarringt3,"Chicago, Illinois"
"@texasrunnerDFW The recession has already started for the poor and working class, middle class next, the elites will be fine",2023-04-28 15:46:44+00:00,Sladdster,USA
@WhitneyPuppy Both parties like 2 run demented octogenarian war hawks. Biden wrote the crime bill helped Obama dron… https://t.co/WbGIrxOzUX,2023-04-28 15:45:18+00:00,olandykenobi1,"Milwaukee, WI"
"US recession fears grow as economy slows sharply in first quarter

https://t.co/PXi00Zc4w3",2023-04-28 15:44:00+00:00,MJCarty,Sussex
S&amp;P 500 at risk of falling as EPS recession is approaching - analysts - https://t.co/Yjb8YgWbeC #businessnews… https://t.co/yDCWazP0Tw,2023-04-28 15:43:12+00:00,Worldfin_News,United States
"Capital Economics: ""This will end in recession, despite the recent run of strong data""

I mean, doesn't it always?… https://t.co/NG1kvcEZrl",2023-04-28 15:41:25+00:00,beardedmiguel,Charlotte
@unusual_whales Recession is here. They got you by the balls now!,2023-04-28 15:38:03+00:00,vr_tonio,"Twitterverse, USA"
@AlexanderPrym Les USA sont plutôt optimistes pour leur avenir.J’ai trouvé cet article intéressant.Faut dire qu’ils… https://t.co/l6YZi7ZEgW,2023-04-28 15:36:57+00:00,syltarget,Belgique
"To macro experts: Is there a model, where you plug in new releases and it updated the output for the probability of… https://t.co/hY2I3ILgyu",2023-04-28 15:30:09+00:00,mikeharrisNY,USA
"@JoeBiden NOT TRUE!!!
American is very close to a recession.
Every top economist says so!!
Please stop lying!!!",2023-04-28 15:27:33+00:00,Hankin57,
"This idea of a ""slow motion"" recession has been heating up since the banking crisis (but in fairness  Dr. Doom put… https://t.co/ALplCYG87c",2023-04-28 15:26:24+00:00,neilksethi,"Columbus, OH"
@carlquintanilla Aka recession,2023-04-28 15:22:11+00:00,DanS916,USA
so… when are they going to announce we’re in a recession?,2023-04-28 15:19:27+00:00,JustBeVibing,"Atlanta, GA"
"Transactions of FII &amp; DII in 2023

FIIs were net sold for -44845.87 Cr.
DIIs were net bought for 85416.47 Cr.… https://t.co/5Fj4vI0PeU",2023-04-28 15:18:26+00:00,ebi_harish,"Coimbatore, TN, India"
"@pinebrookcap @kayfabecapital I'm trying to navigate through the data. 

1. Is a strong PCE alone an indication of… https://t.co/apd1BkyzIK",2023-04-28 15:17:55+00:00,mikeharrisNY,USA
"Amid storms of angst about a coming recession, skyrocketing national debt, unaffordable housing, and failing banks,… https://t.co/6WpZvtVOCP",2023-04-28 15:16:01+00:00,CJsportseditor,"Somerset, Kentucky"
"FII and DII transactions in April 

Net Purchased by FII: 5711.80 Cr.
Net Purchased by DII: 2216.57 Cr.… https://t.co/nnPbUOOPBY",2023-04-28 15:10:08+00:00,ebi_harish,"Coimbatore, TN, India"
Get ready for accelerated job loss as we enter the 4th phase of this recession. Time to kick the shit sandwich into high gear.,2023-04-28 15:09:08+00:00,AmericaTheLie,"Hell, United States"
Worried About a Recession? Patient Investors Can Ride It Out. - The New York Times https://t.co/Ni5fuDiUC9… https://t.co/uITwXB2w8M,2023-04-28 15:07:26+00:00,fix_newspeak,US
Are we in a recession? The U.S. economy is doing just fine - Axios https://t.co/Xv9IrYqXtm #TrendingNow #HotTopics… https://t.co/7zRnljk2E1,2023-04-28 15:07:18+00:00,fix_newspeak,US
"Households continue to save more ahead of recession: personal savings rate rises to 5.1% from 4.8%, highest since 2… https://t.co/MOWFJgKivn",2023-04-28 15:06:13+00:00,rinnowardana,USA 
Navigating the Rough Waters of Recession: Preparing for Layoffs and Building Financial Resilience https://t.co/6EUeSsBjaE,2023-04-28 15:03:04+00:00,ProspPirate,USA
@conorsen Can't tell with one month. PMIs volatile. I think last month was a low since 2021 so nice to see it rebou… https://t.co/rolKkDx1af,2023-04-28 15:01:55+00:00,TraceyRyniec,"Chicago, IL"
"@CNN hmm, AP spun the data the other way…. https://t.co/2Z9ZvRwllC",2023-04-28 15:01:15+00:00,fstop414,United States
@HillaryClinton Your party is willing to drive us into a recession to keep your federal spending addiction alive wh… https://t.co/xvFNNxKo0E,2023-04-28 15:00:41+00:00,ECC3_12_13,"Delaware, USA"
@Lietdansnewlegs @BabeTruth2 @CherylBlos91367 @Silver_Strike @BustTheGop @tip_ct @skeeduu @Chuckychuckles1… https://t.co/DkzIEXZwq0,2023-04-28 14:58:43+00:00,RushvlleRocket,USA
"Stagflation, recession, or depression-we discuss. And are today's soft skills just common sense? Checkout our new F… https://t.co/rRirysNkXp",2023-04-28 14:57:03+00:00,ScottTheCowGuy,"Chicago, IL"
"@MarketWatch No recession, IOW.",2023-04-28 14:46:41+00:00,timmullaney,Chicago
@Brian_Sandvig We've been bunkering up for a Q2 recession for 2 years now,2023-04-28 14:45:38+00:00,andyflattery,"Kansas City, MO"
"""Hopefully this is where it stays for the next year because if so, that would be just enough growth to avoid a rece… https://t.co/kdeyGU93qN",2023-04-28 14:45:00+00:00,KRCG13,"Columbia/Jefferson City, MO"
"Global elite heads to Milken event to talk banks, rates and recession - https://t.co/TsU1yOjMnv #businessnews… https://t.co/2xIdw9AC40",2023-04-28 14:43:29+00:00,Worldfin_News,United States
We in a Sample Recession. PLEASE STOP https://t.co/dMymtqbSuX https://t.co/ExPTehziMY,2023-04-28 14:39:40+00:00,Joey_Chris__,"Chicago, IL"
"@jbouie i’m teaching a class on the ‘90s next year, and the recession is a driver of so much of what happens in the decade!",2023-04-28 14:37:38+00:00,pastpunditry,"Nashville, TN"
@Utwitily This is how I feel about not having bought a house at 5 years old during the 2008 recession,2023-04-28 14:37:15+00:00,WalterWaligura,"Columbus, OH"
@norm_follower Very of it's time and place pre recession core. Seeing the cover sparked some deep nostalgia but I c… https://t.co/imtXkl0fGB,2023-04-28 14:36:22+00:00,protestantwind,Wisconsin
Fair to say goodbye to the 3 handle SPY. Recession was last year with the 2 negative GDP quarters in a row.  At 50… https://t.co/jtG4ojwqft,2023-04-28 14:31:46+00:00,mon561,US
"JUST IN - Taiwan sinks into recession, economy contracts by 3% in the first quarter - worse than expected. https://t.co/IuVAfyz9FY",2023-04-28 14:29:34+00:00,thepatriotvoicQ,United States
"Global elite heads to Milken event to talk banks, rates and recession https://t.co/EKuo9gtfbe https://t.co/ABLRs3I18z",2023-04-28 14:28:46+00:00,JourneyTrade, Nevada
@Dublinese @eoinneylon Do you remember the recession? Nobody built anything. Credit for building couldn’t be had. I… https://t.co/hkABcpBE0S,2023-04-28 14:28:27+00:00,sorchanm,Ireland
"The current decrease in demand means the competition for a place at business school is relatively lower, but the ef… https://t.co/aYB9s5fLFj",2023-04-28 14:27:02+00:00,cgsm_mba,"St. Louis, Missouri"
"GDP Report Shows Economic Growth Slowed in First Quarter

Many economists are predicting a U.S. recession later thi… https://t.co/WmXBZH9ImC",2023-04-28 14:26:44+00:00,MoeumNews,USA
"현지시간 4/28 금
美 뉴스 1면 헤드라인

-Economy Cools Amid Recession Fears

나머지는 클리앙 주식한당에
https://t.co/ZVFQ9PpINw",2023-04-28 14:25:49+00:00,MoeumNews,USA
@NewsFinOil I drove down Pennsylvania Ave in OKC and noticed 62% of normal cars traffic on the road. Recession is here now short $WTI,2023-04-28 14:21:21+00:00,Jack_McClendon,"Oklahoma City, OK"
